
id,name,description,desired_role,start_date,end_date,HTML,CSS,JavaScript,TypeScript,Python,Ruby,PHP,Java,C#,C++,Go,Rust,Swift,Kotlin,React,Vue,Angular,Node.js,Express,Django,Flask,Rails,Laravel,Spring,.NET,AWS,Azure,GCP,Docker,Kubernetes,MySQL,PostgreSQL,MongoDB,Git,Linux,Agile,Scrum
148,機械学習モデル開発実装,"現在進行中の案件においては運用保守やデプロイなどに取り組んでいます。
[主な業務]
運用保守
デプロイ
アーキテクチャ設計",バックエンドエンジニア,2025-03-30,2025-12-19,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
149,SNSアプリ設計,"現プロジェクトにおいてアーキテクチャ設計やクラウド移行などに取り組んでいる。
[主な業務]
アーキテクチャ設計
クラウド移行
パフォーマンス改善",エンジニアリングマネージャ,2025-09-04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
150,IoTプラットフォーム構築,現在進行中の案件においてはインフラ構築、CI/CD構築や実装に取り組んでいます。目的はレスポンス時間短縮です。,インフラエンジニア,2024-04-06,2025-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0
151,医療情報システム開発,"このプロジェクトではシステム設計や要件定義などに取り組んでいます。
[実施内容]
システム設計
要件定義
タスク管理
ドキュメント作成",PM,2024-12-02,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
152,グルメレビューアプリ改善,当プロジェクトではタスク管理、リファクタリング、UI/UX設計や運用保守に取り組んでいます。,技術リーダー,2025-04-25,,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
153,データレイク構築設計,"当プロジェクトでは要件分析や運用保守などに取り組んでいます。
[主な業務]
要件分析
運用保守
要件定義
コーディング",フルスタックエンジニア,2025-03-26,2025-07-25,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0
154,機械学習モデル開発構築,"現プロジェクトにおいて実装やチームマネジメントなどに取り組んでいる。
[実施内容]
実装
チームマネジメント
コーディング
運用保守",データサイエンティスト,2024-03-18,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
155,ECプラットフォーム改善,当プロジェクトではパフォーマンス改善、コーディング、運用保守やCI/CD構築に取り組んでいる。目的はレスポンス時間短縮である。,フルスタックエンジニア,2025-06-10,,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0
156,予約管理システム実装,現在進行中の案件においてはチームマネジメント、自動テスト導入、システム設計、要件分析やデータ分析に取り組んでいます。,QAエンジニア,2025-01-12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
157,BIツール導入設計,本プロジェクトでは運用保守、データベース設計、デプロイやリファクタリングに取り組んでいる。目的は運用コスト削減である。,UI/UXデザイナー,2024-08-10,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
158,機械学習モデル開発設計,主な業務はデータ分析、システム設計や要件分析です。目指しているのはレスポンス時間短縮です。,インフラエンジニア,2024-01-04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0
159,健康管理アプリ開発,システム設計や実装を中心に行っています。目指しているのはコスト削減です。,データサイエンティスト,2024-08-12,,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
160,BIツール導入改善,主な業務はCI/CD構築、UI/UX設計やデータ分析です。目指しているのはユーザビリティ向上です。,エンジニアリングマネージャ,2024-04-14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1
161,金融システム実装,当プロジェクトではドキュメント作成、パフォーマンス改善、デプロイ、テストや要件定義に取り組んでいる。目的はレスポンス時間短縮である。,PM,2025-08-31,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
162,BIツール導入開発,当プロジェクトではデータベース設計、技術選定やタスク管理に取り組んでいます。目的はレスポンス時間短縮です。,UI/UXデザイナー,2024-11-25,2026-06-07,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
163,BIツール導入構築,システム設計や実装を中心に行っています。また、データ分析、システム設計、レビューやCI/CD構築にも取り組んでいます。,PM,2024-02-09,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
164,物流管理システム開発,現在進行中の案件においてはドキュメント作成、インフラ構築、アーキテクチャ設計、チームマネジメントや要件定義に取り組んでいます。目的は性能向上です。,バックエンドエンジニア,2024-12-28,2025-09-26,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0
165,ECプラットフォーム設計,"このプロジェクトではデータ分析やチームマネジメントなどに取り組んでいます。
[実施内容]
データ分析
チームマネジメント
技術選定
CI/CD構築
アーキテクチャ設計
自動テスト導入
これらの取り組みにより、ユーザー満足度向上を目指しています。",テクニカルリード,2024-02-17,2024-06-15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
166,音声認識システム設計,当プロジェクトではデプロイ、技術選定、タスク管理、チームマネジメント、運用保守やテストに取り組んでいる。目的はコスト削減である。,テクニカルリード,2025-08-27,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
167,データ分析基盤改善,テスト、自動テスト導入、UI/UX設計、タスク管理やレビューなどの開発に取り組んでいます。目指しているのはリリースサイクルの短縮です。,PM,2025-06-03,2026-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
168,機械学習モデル開発改善,"現在進行中の案件においては要件定義やデプロイなどに取り組んでいます。
[主な業務]
要件定義
デプロイ
アーキテクチャ設計
これらの取り組みにより、バグ発生率低減を目指しています。",エンジニアリングマネージャ,2024-10-22,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
169,グルメレビューアプリ構築,"現在進行中の案件においてはセキュリティ強化やチームマネジメントなどに取り組んでいます。
[主な作業]
セキュリティ強化
チームマネジメント
アーキテクチャ設計
自動テスト導入
これらの取り組みにより、品質改善を目指しています。",SE,2024-03-31,2025-08-30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
170,予約管理システム設計,このプロジェクトではセキュリティ強化、システム設計、タスク管理やレビューに取り組んでいます。,バックエンドエンジニア,2024-01-02,2025-10-13,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0
171,セキュリティ強化プロジェクト開発,このプロジェクトでは自動テスト導入、タスク管理、コーディングやドキュメント作成に取り組んでいます。目的はユーザー満足度向上です。,データサイエンティスト,2025-10-11,2026-12-31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
172,ニュース配信アプリ改善,テスト、クラウド移行、運用保守、デプロイ、要件定義やアーキテクチャ設計などの開発に取り組んでいます。,UI/UXデザイナー,2024-01-10,2025-12-08,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
173,医療情報システム改善,"現プロジェクトにおいてテストやUI/UX設計などに取り組んでいる。
[主な作業]
テスト
UI/UX設計
実装
ドキュメント作成
デプロイ
要件分析",エンジニアリングマネージャ,2024-05-20,2025-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
174,データレイク構築改善,技術選定や設計レビューを行っている。また、システム設計、運用保守、データ分析や技術選定にも取り組んでいる。目指しているのはコスト削減である。,PM,2024-01-16,2024-06-24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
175,予約管理システム開発,主な業務は技術選定、CI/CD構築、ドキュメント作成、デプロイ、データ分析やリファクタリングである。目指しているのはバグ発生率低減である。,テクニカルリード,2025-07-04,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
176,予約管理システム改善,実装、チームマネジメントやタスク管理などの開発に取り組んでいる。目指しているのは品質改善である。,SE,2024-05-19,2024-11-12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
177,データレイク構築開発,当プロジェクトでは実装、デプロイ、パフォーマンス改善や技術選定に取り組んでいる。,バックエンドエンジニア,2024-05-06,,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0
178,ブロックチェーン開発導入,"現在進行中の案件においてはデプロイやアーキテクチャ設計などに取り組んでいます。
[主な作業]
デプロイ
アーキテクチャ設計
技術選定
これらの取り組みにより、ユーザー満足度向上を目指しています。",SE,2025-08-28,2026-02-17,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
179,データ分析基盤開発,"当プロジェクトではリファクタリングやシステム設計などに取り組んでいる。
[実施内容]
リファクタリング
システム設計
タスク管理
要件分析
技術選定",UI/UXデザイナー,2024-02-16,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
180,IoTプラットフォーム改善,このプロジェクトではシステム設計、CI/CD構築やタスク管理に取り組んでいます。,テクニカルリード,2025-02-07,2026-10-22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
181,HRテックサービス開発,当プロジェクトではコーディング、システム設計、データベース設計、インフラ構築、技術選定やUI/UX設計に取り組んでいます。目的はコスト削減です。,UI/UXデザイナー,2024-05-20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
182,AIチャットボット構築,本プロジェクトでは要件分析、運用保守やUI/UX設計に取り組んでいる。,フルスタックエンジニア,2024-11-22,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
183,HRテックサービス実装,システム設計や実装を中心に行っています。,データサイエンティスト,2024-02-02,,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0
184,物流管理システム導入,技術選定や設計レビューを行っています。,フルスタックエンジニア,2024-11-12,,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0
185,不動産プラットフォーム構築,主な業務は実装、要件分析、CI/CD構築、レビューやタスク管理である。目指しているのは品質改善である。,技術リーダー,2025-05-10,,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
186,音声認識システム開発,本プロジェクトではアーキテクチャ設計、データ分析やセキュリティ強化に取り組んでいる。目的は品質改善である。,UI/UXデザイナー,2025-04-12,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
187,SNSアプリ改善,主な業務はチームマネジメント、実装やセキュリティ強化である。,PM,2025-04-08,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
188,健康管理アプリ設計,当プロジェクトでは運用保守、データベース設計、要件定義、UI/UX設計やシステム設計に取り組んでいる。目的は性能向上である。,技術リーダー,2024-01-10,2025-04-24,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
189,ニュース配信アプリ構築,このプロジェクトではアーキテクチャ設計、セキュリティ強化、データ分析やUI/UX設計に取り組んでいます。,QAエンジニア,2025-08-12,2026-12-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
190,金融システム構築,主な業務は自動テスト導入、UI/UX設計やデプロイである。目指しているのはリリースサイクルの短縮である。,フルスタックエンジニア,2024-06-28,,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0
191,画像認識システム開発,当プロジェクトではデータ分析、タスク管理、システム設計やセキュリティ強化に取り組んでいます。目的はユーザビリティ向上です。,テクニカルリード,2024-11-14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
192,クラウド移行プロジェクト実装,技術選定や設計レビューを行っています。目指しているのは開発効率向上です。,インフラエンジニア,2025-03-18,2026-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0
193,画像認識システム実装,本プロジェクトでは要件分析、運用保守、リファクタリングやレビューに取り組んでいる。目的は品質改善である。,技術リーダー,2024-06-14,,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
194,画像認識システム実装,現プロジェクトにおいてシステム設計、技術選定、ドキュメント作成、クラウド移行、テストやリファクタリングに取り組んでいる。,バックエンドエンジニア,2025-09-04,,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0
195,顧客管理システム改善,主な業務はデータ分析、アーキテクチャ設計、デプロイ、UI/UX設計や運用保守である。目指しているのはユーザー満足度向上である。,エンジニアリングマネージャ,2025-03-25,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
196,予約管理システム構築,"本プロジェクトではセキュリティ強化やコーディングなどに取り組んでいる。
[実施内容]
セキュリティ強化
コーディング
チームマネジメント
実装
タスク管理
リファクタリング
これらの取り組みにより、運用コスト削減を目指している。",エンジニアリングマネージャ,2025-08-12,2026-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
197,データレイク構築導入,"本プロジェクトではチームマネジメントや実装などに取り組んでいる。
[実施内容]
チームマネジメント
実装
デプロイ
技術選定
インフラ構築
これらの取り組みにより、品質改善を目指している。",PM,2024-09-09,2026-05-02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198,IoTプラットフォーム構築,"当プロジェクトではセキュリティ強化やタスク管理などに取り組んでいる。
[主な業務]
セキュリティ強化
タスク管理
CI/CD構築
インフラ構築
これらの取り組みにより、コスト削減を目指している。",テクニカルリード,2025-04-05,2026-07-30,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
199,機械学習モデル開発開発,"現プロジェクトにおいてシステム設計やインフラ構築などに取り組んでいる。
[実施内容]
システム設計
インフラ構築
ドキュメント作成
これらの取り組みにより、レスポンス時間短縮を目指している。",インフラエンジニア,2024-03-31,2025-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
200,サブスク管理サービス開発,当プロジェクトではタスク管理、アーキテクチャ設計、実装、レビューやインフラ構築に取り組んでいる。,QAエンジニア,2025-07-28,2026-03-15,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
201,ニュース配信アプリ導入,"当プロジェクトではアーキテクチャ設計やレビューなどに取り組んでいる。
[主な業務]
アーキテクチャ設計
レビュー
チームマネジメント",テクニカルリード,2024-06-27,,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
202,教育向けアプリ開発,システム設計や実装を中心に行っています。,QAエンジニア,2024-07-02,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
203,eラーニングシステム実装,現プロジェクトにおいてタスク管理、要件定義やクラウド移行に取り組んでいる。,エンジニアリングマネージャ,2024-02-28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
204,ニュース配信アプリ設計,"現プロジェクトにおいてデータ分析や要件定義などに取り組んでいる。
[主な業務]
データ分析
要件定義
技術選定
レビュー
テスト
これらの取り組みにより、コスト削減を目指している。",PM,2025-09-17,2026-01-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
205,医療情報システム開発,当プロジェクトではドキュメント作成、要件定義、アーキテクチャ設計、自動テスト導入やシステム設計に取り組んでいる。目的はユーザー満足度向上である。,インフラエンジニア,2025-06-20,2026-07-08,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0
206,IoTプラットフォーム設計,本プロジェクトではパフォーマンス改善、テスト、運用保守や技術選定に取り組んでいる。,UI/UXデザイナー,2025-03-24,2026-05-10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
207,グルメレビューアプリ設計,当プロジェクトではインフラ構築、技術選定やアーキテクチャ設計に取り組んでいます。目的はレスポンス時間短縮です。,データサイエンティスト,2025-06-18,2026-12-31,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
208,クラウド移行プロジェクト実装,当プロジェクトではレビュー、チームマネジメント、UI/UX設計、技術選定や実装に取り組んでいます。目的はリリースサイクルの短縮です。,フルスタックエンジニア,2025-08-14,,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0
209,SNSアプリ実装,"当プロジェクトではセキュリティ強化やCI/CD構築などに取り組んでいます。
[主な作業]
セキュリティ強化
CI/CD構築
レビュー
運用保守",フロントエンドエンジニア,2025-01-03,,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
210,音声認識システム導入,システム設計や実装を中心に行っている。,フルスタックエンジニア,2024-11-13,,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1
211,セキュリティ強化プロジェクト導入,本プロジェクトではクラウド移行、タスク管理、システム設計、リファクタリングや自動テスト導入に取り組んでいる。,技術リーダー,2025-02-17,2025-07-19,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
212,BIツール導入導入,当プロジェクトではデータ分析、コーディングやUI/UX設計に取り組んでいます。目的はレスポンス時間短縮です。,UI/UXデザイナー,2024-02-21,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
213,チャットボット改善,技術選定や設計レビューを行っています。目指しているのは品質改善です。,PM,2024-02-27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
214,画像認識システム開発,本プロジェクトではタスク管理、チームマネジメントやパフォーマンス改善に取り組んでいる。,UI/UXデザイナー,2024-08-01,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
215,チャットボット導入,"本プロジェクトではクラウド移行やパフォーマンス改善などに取り組んでいる。
[主な作業]
クラウド移行
パフォーマンス改善
技術選定
リファクタリング
タスク管理",QAエンジニア,2025-06-22,2026-01-05,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
216,AIチャットボット改善,本プロジェクトでは自動テスト導入、実装、チームマネジメントやコーディングに取り組んでいる。,PM,2025-04-22,2026-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
217,不動産プラットフォーム改善,技術選定、システム設計、セキュリティ強化、パフォーマンス改善、タスク管理やテストなどの開発に取り組んでいる。目指しているのはレスポンス時間短縮である。,技術リーダー,2024-07-20,,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1
218,在庫管理システム実装,当プロジェクトでは要件分析、データベース設計やタスク管理に取り組んでいる。目的はレスポンス時間短縮である。,SE,2024-07-01,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0
219,画像認識システム実装,本プロジェクトではパフォーマンス改善、コーディング、アーキテクチャ設計、UI/UX設計やセキュリティ強化に取り組んでいる。目的は開発効率向上である。,UI/UXデザイナー,2024-12-18,2026-09-13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
220,グルメレビューアプリ改善,現プロジェクトにおいて要件定義、インフラ構築、コーディング、リファクタリング、タスク管理やシステム設計に取り組んでいる。,UI/UXデザイナー,2025-07-11,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
221,サブスク管理サービス開発,CI/CD構築、技術選定やセキュリティ強化などの開発に取り組んでいます。,QAエンジニア,2024-07-21,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
222,機械学習モデル開発設計,"本プロジェクトでは要件定義やコーディングなどに取り組んでいる。
[主な業務]
要件定義
コーディング
テスト",バックエンドエンジニア,2024-05-10,,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
223,音声認識システム開発,主な業務はテスト、コーディング、データ分析やデータベース設計である。,データサイエンティスト,2025-10-04,2026-12-31,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
224,BIツール導入実装,タスク管理、チームマネジメント、UI/UX設計、テスト、システム設計やパフォーマンス改善などの開発に取り組んでいます。,QAエンジニア,2024-02-03,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
225,eラーニングシステム構築,本プロジェクトでは実装、レビューやアーキテクチャ設計に取り組んでいる。,SE,2025-02-15,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
226,顧客管理システム構築,技術選定や設計レビューを行っている。また、インフラ構築、自動テスト導入、セキュリティ強化、パフォーマンス改善やリファクタリングにも取り組んでいる。目指しているのはバグ発生率低減である。,フルスタックエンジニア,2025-09-28,,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0
227,ブロックチェーン開発改善,"現プロジェクトにおいてチームマネジメントやクラウド移行などに取り組んでいる。
[主な作業]
チームマネジメント
クラウド移行
タスク管理",フロントエンドエンジニア,2024-04-25,2025-05-13,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
228,旅行予約システム開発,当プロジェクトではリファクタリング、要件定義、運用保守、セキュリティ強化や技術選定に取り組んでいます。,UI/UXデザイナー,2024-09-28,2026-04-24,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
229,健康管理アプリ導入,システム設計や実装を中心に行っている。また、ドキュメント作成、セキュリティ強化、データ分析、CI/CD構築やコーディングにも取り組んでいる。目指しているのはリリースサイクルの短縮である。,SE,2025-10-31,,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
230,医療情報システム開発,本プロジェクトではアーキテクチャ設計、要件分析、セキュリティ強化や運用保守に取り組んでいる。目的は運用コスト削減である。,SE,2024-07-11,,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
231,ECプラットフォーム設計,"このプロジェクトではUI/UX設計やCI/CD構築などに取り組んでいます。
[実施内容]
UI/UX設計
CI/CD構築
テスト",インフラエンジニア,2024-12-15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
232,ブロックチェーン開発開発,"当プロジェクトではセキュリティ強化やチームマネジメントなどに取り組んでいます。
[主な作業]
セキュリティ強化
チームマネジメント
データ分析
インフラ構築
技術選定
データベース設計",SE,2024-12-24,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
