id,name,description,start_date,end_date,desired_role,HTML,CSS,JavaScript,TypeScript,Python,Ruby,PHP,Java,C#,C++,Go,Rust,Swift,Kotlin,React,Vue,Angular,Node.js,Express,Django,Flask,Rails,Laravel,Spring,.NET,AWS,Azure,GCP,Docker,Kubernetes,MySQL,PostgreSQL,MongoDB,Git,Linux,Agile,Scrum
127,データ駆動リリース管理マイクロサービス化伴走計画,業務フローを再定義し現行資産との共存を段階的に図る。CI/CD基盤を整備して短いサイクルでのリリースを実現する。,2022-08-28,,PMO,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
128,エンタープライズイベント処理データ統合開発イニシアチブ,API連携基盤を標準化し社内外システムの接続を安定させる。現場ヒアリングから業務要件を整理し優先度を明確にする。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2022-03-20,,Rustエンジニア,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0
129,社会インフラ向けダッシュボードWebフロント刷新推進プロジェクト,現場ヒアリングから業務要件を整理し優先度を明確にする。業務フローを再定義し現行資産との共存を段階的に図る。レガシー資産の段階移行方針と影響範囲を精査する。,2021-12-16,2022-11-19,UIエンジニア,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0
130,クラウド型社内統制Webフロント刷新開発イニシアチブ,現場ヒアリングから業務要件を整理し優先度を明確にする。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2021-04-24,2022-01-06,アプリケーションエンジニア,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1
131,金融機関向け顧客サポートマイクロサービス化開発イニシアチブ,利用部門と連携しアジャイルリリースの計画を整備する。データ品質メトリクスを定め継続的な監査対応を可能にする。,2024-03-08,,サーバーサイドエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1
132,モバイルファースト工程進捗業務自動化推進プロジェクト,段階リリースに備え移行リハーサルと利用者教育を実施する。クラウド運用ガイドラインに沿って権限設計を策定する。,2020-12-12,2021-09-17,システムエンジニア,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
133,地方自治体向けストリーミングSFA再構築伴走計画,観測データを分析しリリース後の改善ポイントを定常化する。KPIレビュー会を運営し経営層向けの報告資料を整備する。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。,2024-02-06,2025-01-14,Rustエンジニア,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0
134,公共団体向け工場監視API連携強化プロジェクト,KPIレビュー会を運営し経営層向けの報告資料を整備する。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。,2024-04-18,2025-04-21,システムエンジニア,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0
135,リアルタイム共通基盤顧客接点強化標準化対応,現場ヒアリングから業務要件を整理し優先度を明確にする。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。,2020-04-21,2020-09-22,PMO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1
136,データ駆動工程進捗基幹刷新開発イニシアチブ,クラウド運用ガイドラインに沿って権限設計を策定する。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2024-01-19,2024-11-30,システムエンジニア,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0
137,UX向上製造IoTクラウド移行伴走計画,利用部門と連携しアジャイルリリースの計画を整備する。業務フローを再定義し現行資産との共存を段階的に図る。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2023-01-24,,PL,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
138,社会インフラ向けライン最適化業務自動化DX計画,クラウド運用ガイドラインに沿って権限設計を策定する。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。,2023-02-15,,バックエンドエンジニア,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1
139,次世代店舗在庫申請ワークフローDX計画,レガシー資産の段階移行方針と影響範囲を精査する。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2021-06-05,2021-10-31,PL,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0
140,データ駆動分析基盤基幹刷新更改プログラム,API連携基盤を標準化し社内外システムの接続を安定させる。KPIレビュー会を運営し経営層向けの報告資料を整備する。,2023-04-18,2024-09-10,PMO,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
141,データ駆動CI/CD整備顧客接点強化共同開発,UXリサーチの知見を取り入れ利便性重視の改善策を提示する。現場ヒアリングから業務要件を整理し優先度を明確にする。,2021-07-06,2021-11-30,プラットフォームエンジニア,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1
142,AIゼロトラストモバイル支援刷新案件,UXリサーチの知見を取り入れ利便性重視の改善策を提示する。クラウドネイティブ化の選定指針をまとめ関係者に共有する。観測データを分析しリリース後の改善ポイントを定常化する。,2021-01-15,2021-10-20,DevOpsエンジニア,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1
143,スマートサービス改善モバイル支援刷新案件,マルチベンダー体制を統括しリスクと課題の早期解消を図る。クラウドネイティブ化の選定指針をまとめ関係者に共有する。,2023-07-28,,プロダクトエンジニア,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0
144,大手製造業向けデータレイク分析可視化推進プロジェクト,CI/CD基盤を整備して短いサイクルでのリリースを実現する。データ品質メトリクスを定め継続的な監査対応を可能にする。,2020-10-23,2021-04-23,アナリティクスSWE,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0
145,地方自治体向け監視標準化マイクロサービス化推進プロジェクト,マルチベンダー体制を統括しリスクと課題の早期解消を図る。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。クラウド運用ガイドラインに沿って権限設計を策定する。,2023-10-23,2025-02-23,スクラムマスター,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0
146,金融機関向けBI整備オムニチャネル化標準化対応,利用部門と連携しアジャイルリリースの計画を整備する。モバイルとWebの共通コンポーネント戦略を策定する。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。,2020-07-25,2020-12-11,MLエンジニア,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0
147,社会インフラ向けマイナンバーSFA再構築開発イニシアチブ,KPIレビュー会を運営し経営層向けの報告資料を整備する。マルチベンダー体制を統括しリスクと課題の早期解消を図る。レガシー資産の段階移行方針と影響範囲を精査する。,2022-03-05,2022-10-02,PMO,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1
148,データ駆動製造IoTデータ統合共同開発,段階リリースに備え移行リハーサルと利用者教育を実施する。モバイルとWebの共通コンポーネント戦略を策定する。,2023-05-06,2024-03-09,テックリード,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0
149,金融機関向けライン最適化マイクロサービス化更改プログラム,現場ヒアリングから業務要件を整理し優先度を明確にする。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。,2024-02-14,,バックエンドエンジニア,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
150,モバイルファーストゼロトラストデータ統合刷新案件,マルチベンダー体制を統括しリスクと課題の早期解消を図る。利用部門と連携しアジャイルリリースの計画を整備する。,2021-09-29,2022-01-27,PMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0
151,エンタープライズ公共料金マイクロサービス化更改プログラム,KPIレビュー会を運営し経営層向けの報告資料を整備する。観測データを分析しリリース後の改善ポイントを定常化する。,2022-06-04,2023-07-21,.NETエンジニア,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1
152,クラウド型製造IoT分析可視化伴走計画,UI/UX観点で仮説検証を繰り返し顧客満足度を高める。モバイルとWebの共通コンポーネント戦略を策定する。,2022-06-09,2023-05-31,テックリード,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0
153,モバイルファースト運用高度化クラウド移行強化プロジェクト,データ品質メトリクスを定め継続的な監査対応を可能にする。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。現場ヒアリングから業務要件を整理し優先度を明確にする。,2021-01-21,2021-09-22,PMO,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1
154,モバイルファーストセンサー連携オムニチャネル化推進プロジェクト,段階リリースに備え移行リハーサルと利用者教育を実施する。KPIレビュー会を運営し経営層向けの報告資料を整備する。クラウドネイティブ化の選定指針をまとめ関係者に共有する。,2020-07-11,2021-03-11,システムSWE,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1
155,大手製造業向け監視基盤分析可視化更改プログラム,CI/CD基盤を整備して短いサイクルでのリリースを実現する。テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。API連携基盤を標準化し社内外システムの接続を安定させる。,2023-09-13,2024-11-16,SWE（バックエンド）,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1
156,リアルタイム税務照会モバイル支援標準化対応,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。データ品質メトリクスを定め継続的な監査対応を可能にする。,2021-05-26,2022-01-27,.NETエンジニア,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0
157,リアルタイム製造IoTモバイル支援開発イニシアチブ,CI/CD基盤を整備して短いサイクルでのリリースを実現する。業務フローを再定義し現行資産との共存を段階的に図る。,2022-07-04,2022-12-03,バックエンドエンジニア,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0
158,リアルタイムゼロトラストマイクロサービス化開発イニシアチブ,データ品質メトリクスを定め継続的な監査対応を可能にする。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。モバイルとWebの共通コンポーネント戦略を策定する。,2024-04-01,2025-04-02,SRE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
159,UX向上契約更新SFA再構築強化プロジェクト,UI/UX観点で仮説検証を繰り返し顧客満足度を高める。観測データを分析しリリース後の改善ポイントを定常化する。CI/CD基盤を整備して短いサイクルでのリリースを実現する。,2020-06-06,2021-09-16,ソフトウェアエンジニア,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1
160,リアルタイム会員ポータル次期基盤構築更改プログラム,API連携基盤を標準化し社内外システムの接続を安定させる。観測データを分析しリリース後の改善ポイントを定常化する。利用部門と連携しアジャイルリリースの計画を整備する。,2021-06-23,2022-07-10,フロントエンドSWE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1
161,AIログ解析マイクロサービス化更改プログラム,段階リリースに備え移行リハーサルと利用者教育を実施する。テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。,2023-02-04,2024-05-18,SWE（バックエンド）,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
162,スマート工場監視SFA再構築更改プログラム,API連携基盤を標準化し社内外システムの接続を安定させる。段階リリースに備え移行リハーサルと利用者教育を実施する。,2021-04-28,2022-10-18,テックリード,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0
163,社会インフラ向け請求照会API連携刷新案件,UI/UX観点で仮説検証を繰り返し顧客満足度を高める。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。クラウド運用ガイドラインに沿って権限設計を策定する。,2021-01-17,2022-06-01,フルスタックエンジニア,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
164,モバイルファースト共通基盤顧客接点強化伴走計画,UXリサーチの知見を取り入れ利便性重視の改善策を提示する。利用部門と連携しアジャイルリリースの計画を整備する。,2021-04-05,2021-11-10,スクラムマスター,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
165,リアルタイム工程進捗オムニチャネル化刷新案件,段階リリースに備え移行リハーサルと利用者教育を実施する。ゼロトラスト構成を想定したネットワーク設計を進める。,2021-06-14,2022-09-12,テックリード,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0
166,エンタープライズ監視標準化オムニチャネル化伴走計画,レガシー資産の段階移行方針と影響範囲を精査する。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。,2021-02-28,2021-07-23,スクラムマスター,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
167,データ駆動ログ解析業務自動化刷新案件,スクラムイベントを通じてチーム間の可視化と合意形成を支援する。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。,2021-08-14,2022-07-10,ソフトウェアエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
168,地方自治体向け工場監視クラウド移行共同開発,UXリサーチの知見を取り入れ利便性重視の改善策を提示する。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2020-08-12,2021-02-17,Goエンジニア,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
169,金融機関向けレコメンド基幹刷新強化プロジェクト,観測データを分析しリリース後の改善ポイントを定常化する。テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。,2022-08-18,,MLエンジニア,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0
170,金融機関向け作業日報データ統合更改プログラム,現場ヒアリングから業務要件を整理し優先度を明確にする。テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。KPIレビュー会を運営し経営層向けの報告資料を整備する。,2022-03-03,2023-08-03,モバイルエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1
171,エンタープライズサポート窓口モバイル支援モダナイゼーション,モバイルとWebの共通コンポーネント戦略を策定する。段階リリースに備え移行リハーサルと利用者教育を実施する。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2023-02-01,2023-09-01,ソフトウェアエンジニア,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
172,クラウド型マイナンバーオムニチャネル化開発イニシアチブ,クラウドネイティブ化の選定指針をまとめ関係者に共有する。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。,2022-04-27,,システムアーキテクト,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1
173,金融機関向け会員ポータル次期基盤構築刷新案件,マルチベンダー体制を統括しリスクと課題の早期解消を図る。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。ゼロトラスト構成を想定したネットワーク設計を進める。,2024-02-12,2025-05-30,プロダクトエンジニア,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
174,金融機関向け訪問記録API連携DX計画,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。クラウドネイティブ化の選定指針をまとめ関係者に共有する。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。,2022-12-12,,PL,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1
175,次世代ブランドサイトオムニチャネル化標準化対応,モバイルとWebの共通コンポーネント戦略を策定する。レガシー資産の段階移行方針と影響範囲を精査する。利用部門と連携しアジャイルリリースの計画を整備する。,2024-05-13,2025-03-04,プロダクトエンジニア,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
176,UX向上契約審査モバイル支援DX計画,ゼロトラスト構成を想定したネットワーク設計を進める。モバイルとWebの共通コンポーネント戦略を策定する。クラウドネイティブ化の選定指針をまとめ関係者に共有する。,2023-09-20,2024-06-01,PL,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1
177,公共団体向け店舗チェックSFA再構築推進プロジェクト,業務フローを再定義し現行資産との共存を段階的に図る。API連携基盤を標準化し社内外システムの接続を安定させる。クラウドネイティブ化の選定指針をまとめ関係者に共有する。,2022-07-22,,Androidエンジニア,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0
178,モバイルファーストサービス改善クラウド移行刷新案件,業務フローを再定義し現行資産との共存を段階的に図る。現場ヒアリングから業務要件を整理し優先度を明確にする。クラウドネイティブ化の選定指針をまとめ関係者に共有する。,2020-04-15,2021-08-12,フロントエンドエンジニア,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0
179,スマート店舗在庫次期基盤構築刷新案件,UXリサーチの知見を取り入れ利便性重視の改善策を提示する。段階リリースに備え移行リハーサルと利用者教育を実施する。,2022-01-22,,フルスタックエンジニア,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0
180,クラウド型ライン最適化マイクロサービス化標準化対応,現場ヒアリングから業務要件を整理し優先度を明確にする。クラウド運用ガイドラインに沿って権限設計を策定する。レガシー資産の段階移行方針と影響範囲を精査する。,2022-01-03,2022-04-19,バックエンドエンジニア,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1
181,クラウド型暗号資産分析可視化推進プロジェクト,レガシー資産の段階移行方針と影響範囲を精査する。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。クラウドネイティブ化の選定指針をまとめ関係者に共有する。,2020-11-26,2021-05-15,Rustエンジニア,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1
182,社会インフラ向け需要調整顧客接点強化DX計画,UI/UX観点で仮説検証を繰り返し顧客満足度を高める。マルチベンダー体制を統括しリスクと課題の早期解消を図る。モバイルとWebの共通コンポーネント戦略を策定する。,2020-05-19,2020-10-25,MLエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
183,スマート配送指示データ統合DX計画,レガシー資産の段階移行方針と影響範囲を精査する。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。,2023-08-31,,PL,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1
184,データ駆動保守作業Webフロント刷新推進プロジェクト,観測データを分析しリリース後の改善ポイントを定常化する。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。現場ヒアリングから業務要件を整理し優先度を明確にする。,2024-05-14,2025-10-15,Goエンジニア,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0
185,リアルタイム運用高度化SFA再構築推進プロジェクト,データ品質メトリクスを定め継続的な監査対応を可能にする。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2023-07-21,2024-08-23,DevOpsエンジニア,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0
186,UX向上サポート窓口モバイル支援伴走計画,クラウド運用ガイドラインに沿って権限設計を策定する。業務フローを再定義し現行資産との共存を段階的に図る。,2021-07-24,2022-10-31,バックエンドエンジニア,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1
187,社会インフラ向け運用高度化オムニチャネル化推進プロジェクト,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。CI/CD基盤を整備して短いサイクルでのリリースを実現する。,2023-09-04,2025-01-09,SRE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0
188,モバイルファースト低遅延API基幹刷新強化プロジェクト,現場ヒアリングから業務要件を整理し優先度を明確にする。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2022-10-28,2023-11-04,システムSWE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1
189,公共団体向け設備点検業務自動化刷新案件,クラウドネイティブ化の選定指針をまとめ関係者に共有する。観測データを分析しリリース後の改善ポイントを定常化する。現場ヒアリングから業務要件を整理し優先度を明確にする。,2024-04-26,2025-07-20,モバイルエンジニア,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1
190,AI生産管理分析可視化共同開発,クラウド運用ガイドラインに沿って権限設計を策定する。レガシー資産の段階移行方針と影響範囲を精査する。,2022-04-13,2023-02-28,テクニカルリード,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1
191,エンタープライズ監視基盤API連携共同開発,CI/CD基盤を整備して短いサイクルでのリリースを実現する。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。クラウド運用ガイドラインに沿って権限設計を策定する。,2023-08-19,2023-12-02,SWE（バックエンド）,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1
192,次世代需給連携モバイル支援DX計画,アーキテクチャレビューでセキュリティとパフォーマンスを両立する。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。,2022-07-05,2023-10-27,PL,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1
193,社会インフラ向けCI/CD整備マイクロサービス化刷新案件,クラウド運用ガイドラインに沿って権限設計を策定する。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。クラウドネイティブ化の選定指針をまとめ関係者に共有する。,2022-05-17,,PMO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1
194,クラウド型ログ解析Webフロント刷新共同開発,UXリサーチの知見を取り入れ利便性重視の改善策を提示する。KPIレビュー会を運営し経営層向けの報告資料を整備する。段階リリースに備え移行リハーサルと利用者教育を実施する。,2021-07-31,2022-03-01,テックリード,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1
195,公共団体向け庁内業務SFA再構築更改プログラム,KPIレビュー会を運営し経営層向けの報告資料を整備する。ゼロトラスト構成を想定したネットワーク設計を進める。,2022-05-02,2022-11-02,システムアーキテクト,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
196,大手製造業向け店舗チェックデータ統合推進プロジェクト,業務フローを再定義し現行資産との共存を段階的に図る。クラウドネイティブ化の選定指針をまとめ関係者に共有する。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2023-12-02,,モバイルSWE,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1
197,モバイルファーストBI整備SFA再構築モダナイゼーション,アーキテクチャレビューでセキュリティとパフォーマンスを両立する。クラウド運用ガイドラインに沿って権限設計を策定する。ゼロトラスト構成を想定したネットワーク設計を進める。,2020-04-05,2020-10-28,アナリティクスSWE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0
198,モバイルファースト施設予約クラウド移行伴走計画,データ品質メトリクスを定め継続的な監査対応を可能にする。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2022-09-16,,PMO,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1
199,社会インフラ向けゼロトラスト業務自動化更改プログラム,利用部門と連携しアジャイルリリースの計画を整備する。観測データを分析しリリース後の改善ポイントを定常化する。レガシー資産の段階移行方針と影響範囲を精査する。,2023-03-11,2024-06-21,DevOpsエンジニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
